,id,device_id,active_power,direct_power,charge_capacity,T,U,Ff,RRR,DD_WE,DD_NS,Po(p),POA,cc_diff,active_power_b,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,Po(p)_b,POA_b,hour
913,41936,9,0.0,0.0,45.8,8.0,98.0,2.0,2.0,-1,0,1011.46,0.0,0.0,0.02,7.6,98.0,2.0,1.0,-1.0,0.0,1012.26,3.25,20
923,42296,9,3.64,3.91,1.3,7.7,84.0,2.0,5.0,0,1,1012.65,339.26,1.3,0.0,8.4,89.0,1.0,5.0,0.0,1.0,1010.93,0.0,8
928,42381,9,18.95,19.26,35.9,8.6,71.0,2.0,2.0,-1,1,1013.05,878.41,34.6,3.64,7.7,84.0,2.0,5.0,0.0,1.0,1012.65,339.26,11
933,42471,9,9.49,9.73,70.8,7.4,81.0,5.0,0.4,-1,1,1011.59,737.7,34.9,18.95,8.6,71.0,2.0,2.0,-1.0,1.0,1013.05,878.41,14
938,42541,9,0.0,0.14,85.3,6.5,90.0,1.0,3.0,-1,1,1013.45,3.78,14.5,9.49,7.4,81.0,5.0,0.4,-1.0,1.0,1011.59,737.7,17
943,42556,9,0.0,0.0,85.3,6.4,89.0,2.0,3.0,-1,1,1014.9,0.0,0.0,0.0,6.5,90.0,1.0,3.0,-1.0,1.0,1013.45,3.78,20
953,42616,9,5.69,6.19,2.2,6.7,71.0,1.0,0.5,1,1,1016.62,337.44,2.2,0.0,6.4,75.0,1.0,0.7,-1.0,1.0,1015.3,0.0,8
958,42631,9,23.82,24.26,43.7,7.6,70.0,1.0,0.0,0,1,1017.41,878.36,41.5,5.69,6.7,71.0,1.0,0.5,1.0,1.0,1016.62,337.44,11
963,42646,9,26.5,26.92,117.3,8.4,63.0,2.0,0.0,-1,1,1015.3,739.58,73.6,23.82,7.6,70.0,1.0,0.0,0.0,1.0,1017.41,878.36,14
968,42661,9,1.56,1.97,153.6,7.4,61.0,1.0,0.0,-1,0,1016.22,4.39,36.3,26.5,8.4,63.0,2.0,0.0,-1.0,1.0,1015.3,739.58,17
973,42676,9,0.0,0.0,153.8,5.4,66.0,2.0,0.0,-1,1,1017.81,0.0,0.2,1.56,7.4,61.0,1.0,0.0,-1.0,0.0,1016.22,4.39,20
983,42736,9,18.65,19.02,8.0,3.0,42.0,3.0,0.0,0,1,1021.38,335.7,8.0,0.0,2.2,49.0,1.0,0.0,-1.0,0.0,1019.53,0.0,8
988,42751,9,85.73,86.89,193.1,6.3,40.0,2.0,0.0,1,1,1022.04,878.39,185.1,18.65,3.0,42.0,3.0,0.0,0.0,1.0,1021.38,335.7,11
993,42766,9,64.37,65.23,433.1,7.9,33.0,2.0,0.0,-1,0,1019.13,741.54,240.0,85.73,6.3,40.0,2.0,0.0,1.0,1.0,1022.04,878.39,14
998,42781,9,1.66,2.17,525.5,5.2,35.0,2.0,0.0,-1,1,1020.98,5.1,92.4,64.37,7.9,33.0,2.0,0.0,-1.0,0.0,1019.13,741.54,17
1003,42796,9,0.0,0.0,525.7,2.7,41.0,3.0,0.0,0,1,1024.15,0.0,0.2,1.66,5.2,35.0,2.0,0.0,-1.0,1.0,1020.98,5.1,20
1013,42856,9,21.16,21.58,8.2,-0.3,38.0,2.0,0.0,-1,1,1027.33,334.04,8.2,0.0,-1.3,48.0,2.0,0.0,-1.0,1.0,1025.34,0.0,8
1018,42871,9,90.67,91.86,212.0,3.6,26.0,3.0,0.0,1,1,1026.67,878.5,203.8,21.16,-0.3,38.0,2.0,0.0,-1.0,1.0,1027.33,334.04,11
1023,42886,9,67.97,68.93,468.8,6.2,21.0,3.0,0.0,1,1,1024.15,743.58,256.8,90.67,3.6,26.0,3.0,0.0,1.0,1.0,1026.67,878.5,14
1028,42901,9,1.67,2.2,565.4,3.8,44.0,3.0,0.0,1,0,1024.55,5.91,96.6,67.97,6.2,21.0,3.0,0.0,1.0,1.0,1024.15,743.58,17
1033,42916,9,0.0,0.0,565.6,2.8,44.0,3.0,0.0,1,1,1025.74,0.0,0.2,1.67,3.8,44.0,3.0,0.0,1.0,0.0,1024.55,5.91,20
1043,42976,9,19.79,20.15,8.1,2.0,48.0,1.0,0.0,-1,-1,1023.76,332.46,8.1,0.0,0.0,54.0,3.0,0.0,-1.0,0.0,1024.02,0.0,8
1048,42991,9,90.66,91.85,196.5,8.0,46.0,3.0,0.0,1,1,1022.43,878.7,188.4,19.79,2.0,48.0,1.0,0.0,-1.0,-1.0,1023.76,332.46,11
1053,43006,9,67.16,68.09,449.3,11.4,47.0,3.0,0.0,0,1,1019.13,745.7,252.8,90.66,8.0,46.0,3.0,0.0,1.0,1.0,1022.43,878.7,14
1058,43021,9,1.74,2.11,540.1,10.0,57.0,1.0,0.0,1,1,1020.32,6.84,90.8,67.16,11.4,47.0,3.0,0.0,0.0,1.0,1019.13,745.7,17
1063,43036,9,0.0,0.0,540.2,8.8,62.0,3.0,0.0,1,1,1020.98,0.0,0.1,1.74,10.0,57.0,1.0,0.0,1.0,1.0,1020.32,6.84,20
1073,43096,9,18.94,19.31,7.1,5.7,44.0,3.0,0.0,1,1,1021.77,330.97,7.1,0.0,5.4,53.0,2.0,0.0,0.0,1.0,1019.79,0.0,8
1078,43111,9,86.77,87.9,202.3,10.4,25.0,4.0,0.0,1,1,1021.38,878.98,195.2,18.94,5.7,44.0,3.0,0.0,1.0,1.0,1021.77,330.97,11
1083,43126,9,65.24,66.12,450.2,13.6,19.0,3.0,0.0,1,1,1018.47,747.91,247.9,86.77,10.4,25.0,4.0,0.0,1.0,1.0,1021.38,878.98,14
1088,43141,9,1.85,2.15,541.5,7.8,53.0,3.0,0.0,1,0,1019.66,7.89,91.3,65.24,13.6,19.0,3.0,0.0,1.0,1.0,1018.47,747.91,17
1093,43156,9,0.0,0.0,541.7,5.9,63.0,1.0,0.0,-1,0,1020.19,0.0,0.2,1.85,7.8,53.0,3.0,0.0,1.0,0.0,1019.66,7.89,20
1103,43216,9,18.5,18.94,6.8,2.9,71.0,2.0,0.0,-1,0,1020.85,329.56,6.8,0.0,2.5,71.0,3.0,0.0,-1.0,0.0,1019.13,0.0,8
1108,43231,9,85.07,86.2,197.8,9.9,40.0,2.0,0.0,1,0,1020.32,879.34,191.0,18.5,2.9,71.0,2.0,0.0,-1.0,0.0,1020.85,329.56,11
1113,43246,9,59.98,60.76,435.9,10.7,42.0,3.0,0.0,1,1,1017.68,750.19,238.1,85.07,9.9,40.0,2.0,0.0,1.0,0.0,1020.32,879.34,14
1118,43261,9,2.74,3.18,517.2,8.0,53.0,2.0,0.0,1,0,1018.2,9.09,81.3,59.98,10.7,42.0,3.0,0.0,1.0,1.0,1017.68,750.19,17
1123,43276,9,0.0,0.0,517.6,5.7,71.0,1.0,0.0,1,1,1019.39,0.0,0.4,2.74,8.0,53.0,2.0,0.0,1.0,0.0,1018.2,9.09,20
1133,43336,9,18.44,18.88,6.6,3.9,78.0,1.0,0.0,-1,-1,1018.6,328.25,6.6,0.0,2.8,81.0,3.0,0.0,-1.0,0.0,1017.68,0.0,8
1138,43351,9,36.72,37.31,138.5,9.8,56.0,2.0,0.0,-1,-1,1017.81,879.78,131.9,18.44,3.9,78.0,1.0,0.0,-1.0,-1.0,1018.6,328.25,11
1143,43366,9,62.58,63.43,348.1,15.4,47.0,1.0,0.0,0,-1,1014.24,752.54,209.6,36.72,9.8,56.0,2.0,0.0,-1.0,-1.0,1017.81,879.78,14
1148,43381,9,1.75,2.11,428.4,12.4,62.0,2.0,0.0,1,0,1014.24,10.43,80.3,62.58,15.4,47.0,1.0,0.0,0.0,-1.0,1014.24,752.54,17
1153,43396,9,0.0,0.0,428.7,9.5,74.0,0.0,0.0,0,1,1015.56,0.0,0.3,1.75,12.4,62.0,2.0,0.0,1.0,0.0,1014.24,10.43,20
1163,43456,9,16.3,16.69,6.1,8.9,82.0,2.0,0.0,-1,0,1015.56,327.03,6.1,0.0,8.8,80.0,2.0,0.0,-1.0,0.0,1013.84,0.0,8
1168,43471,9,79.12,80.27,162.0,15.5,59.0,1.0,0.0,-1,-1,1015.3,880.3,155.9,16.3,8.9,82.0,2.0,0.0,-1.0,0.0,1015.56,327.03,11
1173,43486,9,61.03,61.82,388.3,18.2,58.0,3.0,0.0,1,0,1012.65,754.97,226.3,79.12,15.5,59.0,1.0,0.0,-1.0,-1.0,1015.3,880.3,14
1178,43501,9,1.78,2.07,476.9,14.8,72.0,2.0,0.0,1,0,1012.65,11.93,88.6,61.03,18.2,58.0,3.0,0.0,1.0,0.0,1012.65,754.97,17
1183,43516,9,0.0,0.0,477.1,12.2,85.0,0.0,0.0,0,0,1013.97,0.0,0.2,1.78,14.8,72.0,2.0,0.0,1.0,0.0,1012.65,11.93,20
1193,43576,9,4.2,4.52,1.9,9.7,94.0,3.0,0.0,-1,0,1014.24,325.9,1.9,0.0,10.1,92.0,3.0,0.0,-1.0,0.0,1012.52,0.0,8
1198,43591,9,81.76,82.87,97.0,15.2,74.0,2.0,0.0,-1,-1,1013.97,880.91,95.1,4.2,9.7,94.0,3.0,0.0,-1.0,0.0,1014.24,325.9,11
1203,43606,9,61.33,62.21,328.7,19.0,62.0,2.0,0.0,1,-1,1011.46,757.47,231.7,81.76,15.2,74.0,2.0,0.0,-1.0,-1.0,1013.97,880.91,14
1208,43621,9,1.97,2.4,415.0,14.7,81.0,2.0,0.0,1,0,1012.26,13.6,86.3,61.33,19.0,62.0,2.0,0.0,1.0,-1.0,1011.46,757.47,17
1213,43631,9,0.0,0.0,415.2,13.2,86.0,2.0,0.0,1,0,1014.64,0.0,0.2,1.97,14.7,81.0,2.0,0.0,1.0,0.0,1012.26,13.6,20
1223,43661,9,16.88,17.21,7.6,10.9,94.0,1.0,0.0,1,1,1014.24,324.86,7.6,0.0,12.3,86.0,1.0,0.0,-1.0,-1.0,1013.18,0.0,8
1228,-1,9,60.5,61.3,153.5,15.0,70.0,1.0,0.0,1,-1,1013.84,881.6,145.9,16.88,10.9,94.0,1.0,0.0,1.0,1.0,1014.24,324.86,11
1233,43681,9,56.75,57.58,364.4,16.7,64.0,2.0,0.0,1,-1,1010.67,760.04,210.9,60.5,15.0,70.0,1.0,0.0,1.0,-1.0,1013.84,881.6,14
1238,43696,9,1.53,1.94,441.0,13.0,75.0,2.0,0.0,1,0,1010.27,15.45,76.6,56.75,16.7,64.0,2.0,0.0,1.0,-1.0,1010.67,760.04,17
1243,43711,9,0.0,0.0,441.2,11.3,88.0,1.0,0.0,0,-1,1011.46,0.0,0.2,1.53,13.0,75.0,2.0,0.0,1.0,0.0,1010.27,15.45,20
1253,43771,9,16.83,17.16,7.3,9.3,95.0,3.0,0.0,-1,0,1006.57,323.93,7.3,0.0,9.0,95.0,2.0,0.0,-1.0,0.0,1006.7,0.0,8
1258,43786,9,74.95,75.93,169.9,15.5,68.0,2.0,0.0,-1,-1,1005.91,882.37,162.6,16.83,9.3,95.0,3.0,0.0,-1.0,0.0,1006.57,323.93,11
1263,43801,9,28.13,28.5,370.5,17.4,56.0,3.0,0.0,1,0,1002.74,762.68,200.6,74.95,15.5,68.0,2.0,0.0,-1.0,-1.0,1005.91,882.37,14
1268,43816,9,1.4,1.83,431.8,14.8,66.0,2.0,0.0,1,-1,1003.53,17.48,61.3,28.13,17.4,56.0,3.0,0.0,1.0,0.0,1002.74,762.68,17
1273,43831,9,0.0,0.0,432.0,12.7,79.0,1.0,0.0,-1,1,1004.72,0.0,0.2,1.4,14.8,66.0,2.0,0.0,1.0,-1.0,1003.53,17.48,20
1283,43891,9,15.53,15.84,7.1,11.4,94.0,1.0,0.0,-1,0,1009.48,323.09,7.1,0.0,11.2,93.0,1.0,0.0,-1.0,-1.0,1005.91,0.0,8
1288,43906,9,68.9,69.78,155.2,16.6,68.0,1.0,0.0,1,-1,1010.27,883.22,148.1,15.53,11.4,94.0,1.0,0.0,-1.0,0.0,1009.48,323.09,11
1293,43921,9,49.2,49.82,346.0,16.2,66.0,3.0,0.0,1,-1,1008.69,765.38,190.8,68.9,16.6,68.0,1.0,0.0,1.0,-1.0,1010.27,883.22,14
1298,43936,9,1.35,1.72,417.7,13.0,52.0,3.0,0.0,1,0,1010.8,19.69,71.7,49.2,16.2,66.0,3.0,0.0,1.0,-1.0,1008.69,765.38,17
1303,43951,9,0.0,0.0,417.8,10.9,67.0,3.0,0.0,1,0,1013.18,0.0,0.1,1.35,13.0,52.0,3.0,0.0,1.0,0.0,1010.8,19.69,20
1313,44011,9,9.41,9.65,5.1,7.9,65.0,2.0,0.0,1,1,1015.82,322.36,5.1,0.0,8.1,71.0,2.0,0.0,1.0,-1.0,1013.97,0.0,8
1318,44026,9,57.12,58.16,117.9,11.6,51.0,2.0,0.0,1,1,1015.43,884.15,112.8,9.41,7.9,65.0,2.0,0.0,1.0,1.0,1015.82,322.36,11
1323,44041,9,57.83,58.58,333.4,13.6,51.0,2.0,0.0,1,0,1012.52,768.14,215.5,57.12,11.6,51.0,2.0,0.0,1.0,1.0,1015.43,884.15,14
1328,44056,9,1.56,2.07,410.8,10.4,71.0,1.0,0.0,1,-1,1012.12,22.09,77.4,57.83,13.6,51.0,2.0,0.0,1.0,0.0,1012.52,768.14,17
1333,44071,9,0.0,0.0,411.0,8.9,79.0,2.0,0.0,1,1,1013.05,0.0,0.2,1.56,10.4,71.0,1.0,0.0,1.0,-1.0,1012.12,22.09,20
1343,44131,9,17.52,17.87,7.1,6.3,89.0,2.0,0.0,-1,0,1011.07,321.72,7.1,0.0,5.7,90.0,2.0,0.0,-1.0,0.0,1010.93,0.0,8
1348,44146,9,77.27,78.32,178.8,13.4,56.0,0.0,0.0,1,0,1010.27,885.16,171.7,17.52,6.3,89.0,2.0,0.0,-1.0,0.0,1011.07,321.72,11
1353,44161,9,57.87,58.61,403.8,16.1,51.0,2.0,0.0,1,-1,1006.31,770.97,225.0,77.27,13.4,56.0,0.0,0.0,1.0,0.0,1010.27,885.16,14
1358,44166,9,0.24,0.71,483.3,12.5,70.0,3.0,0.0,1,0,1006.7,24.69,79.5,57.87,16.1,51.0,2.0,0.0,1.0,-1.0,1006.31,770.97,17
1363,44181,9,0.0,0.0,483.3,12.2,74.0,1.0,0.0,-1,0,1007.76,0.0,0.0,0.24,12.5,70.0,3.0,0.0,1.0,0.0,1006.7,24.69,20
1373,44241,9,14.33,14.65,4.1,11.3,66.0,2.0,0.8,-1,0,1010.54,321.19,4.1,0.0,11.0,79.0,2.0,0.8,0.0,1.0,1007.76,0.0,8
1378,44256,9,74.37,75.44,136.8,12.8,53.0,4.0,0.7,-1,1,1011.59,886.25,132.7,14.33,11.3,66.0,2.0,0.8,-1.0,0.0,1010.54,321.19,11
1383,44271,9,63.84,64.75,364.0,15.7,38.0,2.0,0.0,-1,1,1010.14,773.85,227.2,74.37,12.8,53.0,4.0,0.7,-1.0,1.0,1011.59,886.25,14
1388,44286,9,1.76,2.1,456.6,13.5,34.0,3.0,0.0,-1,1,1011.59,27.47,92.6,63.84,15.7,38.0,2.0,0.0,-1.0,1.0,1010.14,773.85,17
1393,44301,9,0.0,0.0,456.9,11.0,44.0,3.0,0.0,-1,1,1012.78,0.0,0.3,1.76,13.5,34.0,3.0,0.0,-1.0,1.0,1011.59,27.47,20
1403,44361,9,18.36,18.71,7.8,5.6,76.0,1.0,0.0,-1,0,1013.71,320.76,7.8,0.0,5.3,77.0,2.0,0.0,-1.0,0.0,1012.12,0.0,8
1408,44376,9,83.9,84.98,189.6,11.8,42.0,2.0,0.0,1,-1,1013.45,887.42,181.8,18.36,5.6,76.0,1.0,0.0,-1.0,0.0,1013.71,320.76,11
1413,44391,9,68.16,69.1,435.8,13.3,31.0,2.0,0.0,1,-1,1010.27,776.79,246.2,83.9,11.8,42.0,2.0,0.0,1.0,-1.0,1013.45,887.42,14
1418,44406,9,2.01,2.36,531.3,11.1,45.0,2.0,0.0,1,0,1010.14,30.44,95.5,68.16,13.3,31.0,2.0,0.0,1.0,-1.0,1010.27,776.79,17
1423,44421,9,0.0,0.0,531.6,8.7,64.0,0.0,0.0,0,1,1011.46,0.0,0.3,2.01,11.1,45.0,2.0,0.0,1.0,0.0,1010.14,30.44,20
1433,44481,9,13.72,14.03,5.5,9.0,65.0,2.0,0.0,-1,0,1009.88,320.44,5.5,0.0,7.3,70.0,3.0,0.0,-1.0,0.0,1009.08,0.0,8
1438,44496,9,47.99,48.58,143.0,14.2,54.0,3.0,0.0,-1,-1,1009.21,888.67,137.5,13.72,9.0,65.0,2.0,0.0,-1.0,0.0,1009.88,320.44,11
1443,44511,9,37.83,38.31,253.2,18.2,50.0,1.0,0.0,-1,-1,1006.31,779.78,110.2,47.99,14.2,54.0,3.0,0.0,-1.0,-1.0,1009.21,888.67,14
1448,44526,9,1.82,2.26,308.5,15.9,60.0,1.0,0.0,1,0,1006.7,33.6,55.3,37.83,18.2,50.0,1.0,0.0,-1.0,-1.0,1006.31,779.78,17
1453,44541,9,0.0,0.0,308.8,13.1,67.0,0.0,0.0,-1,1,1009.08,0.0,0.3,1.82,15.9,60.0,1.0,0.0,1.0,0.0,1006.7,33.6,20
1463,44601,9,13.01,13.28,4.1,10.5,69.0,2.0,0.0,-1,0,1010.14,320.22,4.1,0.0,10.2,71.0,2.0,0.0,-1.0,-1.0,1008.69,0.0,8
1468,44616,9,24.31,24.67,77.0,14.9,58.0,1.0,0.0,-1,-1,1010.67,889.99,72.9,13.01,10.5,69.0,2.0,0.0,-1.0,0.0,1010.14,320.22,11
1473,44631,9,60.05,61.03,219.1,18.3,44.0,2.0,0.0,1,0,1008.03,782.82,142.1,24.31,14.9,58.0,1.0,0.0,-1.0,-1.0,1010.67,889.99,14
1478,44646,9,2.07,2.52,295.4,13.1,70.0,2.0,0.0,1,1,1009.21,36.93,76.3,60.05,18.3,44.0,2.0,0.0,1.0,0.0,1008.03,782.82,17
1483,44661,9,0.0,0.0,295.7,11.3,77.0,2.0,0.0,1,0,1011.33,0.0,0.3,2.07,13.1,70.0,2.0,0.0,1.0,1.0,1009.21,36.93,20
1493,44721,9,12.82,13.11,5.7,7.8,93.0,1.0,0.0,-1,-1,1015.43,320.11,5.7,0.0,7.6,94.0,1.0,0.0,-1.0,-1.0,1013.18,0.0,8
1498,44736,9,65.68,66.54,121.4,13.2,63.0,1.0,0.0,1,0,1015.43,891.39,115.7,12.82,7.8,93.0,1.0,0.0,-1.0,-1.0,1015.43,320.11,11
1503,44751,9,47.65,48.27,304.0,13.5,61.0,2.0,0.0,1,0,1013.18,785.9,182.6,65.68,13.2,63.0,1.0,0.0,1.0,0.0,1015.43,891.39,14
1508,44766,9,1.7,2.13,372.4,10.7,71.0,3.0,0.0,1,0,1014.24,40.44,68.4,47.65,13.5,61.0,2.0,0.0,1.0,0.0,1013.18,785.9,17
1513,44781,9,0.0,0.0,372.7,9.3,72.0,2.0,0.0,1,0,1015.43,0.0,0.3,1.7,10.7,71.0,3.0,0.0,1.0,0.0,1014.24,40.44,20
1523,44841,9,6.85,7.2,2.6,7.8,72.0,2.0,0.0,1,1,1013.84,320.1,2.6,0.0,7.8,76.0,1.0,0.0,1.0,1.0,1013.84,0.0,8
1528,44856,9,12.83,13.11,31.5,9.2,69.0,1.0,0.0,-1,0,1012.78,892.86,28.9,6.85,7.8,72.0,2.0,0.0,1.0,1.0,1013.84,320.1,11
1533,44871,9,7.27,7.58,54.1,9.4,76.0,1.0,0.0,-1,0,1010.4,789.03,22.6,12.83,9.2,69.0,1.0,0.0,-1.0,0.0,1012.78,892.86,14
1538,44886,9,0.0,0.29,62.7,9.4,79.0,1.0,0.1,-1,0,1010.01,44.1,8.6,7.27,9.4,76.0,1.0,0.0,-1.0,0.0,1010.4,789.03,17
1543,44901,9,0.0,0.0,62.7,9.6,77.0,3.0,0.1,-1,0,1010.27,0.0,0.0,0.0,9.4,79.0,1.0,0.1,-1.0,0.0,1010.01,44.1,20
1553,44961,9,16.91,17.3,2.4,10.4,79.0,2.0,0.0,-1,0,1007.5,320.2,2.4,0.0,10.0,80.0,2.0,0.0,-1.0,0.0,1007.5,0.0,8
1558,44976,9,78.32,79.38,161.3,16.2,61.0,2.0,0.0,-1,-1,1006.44,894.41,158.9,16.91,10.4,79.0,2.0,0.0,-1.0,0.0,1007.5,320.2,11
1563,44991,9,65.11,65.95,369.1,18.4,57.0,2.0,0.0,1,0,1003.66,792.2,207.8,78.32,16.2,61.0,2.0,0.0,-1.0,-1.0,1006.44,894.41,14
1568,45006,9,1.28,1.8,455.7,13.5,76.0,2.0,0.0,1,0,1004.19,47.92,86.6,65.11,18.4,57.0,2.0,0.0,1.0,0.0,1003.66,792.2,17
1573,45021,9,0.0,0.0,455.9,12.1,84.0,0.0,0.0,0,0,1006.31,0.0,0.2,1.28,13.5,76.0,2.0,0.0,1.0,0.0,1004.19,47.92,20
1583,45081,9,8.25,8.67,4.6,13.1,58.0,1.0,0.0,-1,1,1009.61,320.41,4.6,0.0,11.2,89.0,1.0,0.0,0.0,1.0,1007.63,0.0,8
1588,45096,9,83.0,84.13,144.8,15.5,38.0,3.0,0.0,-1,1,1010.01,896.02,140.2,8.25,13.1,58.0,1.0,0.0,-1.0,1.0,1009.61,320.41,11
1593,45111,9,62.1,62.91,378.4,17.1,21.0,4.0,0.0,-1,1,1008.55,795.41,233.6,83.0,15.5,38.0,3.0,0.0,-1.0,1.0,1010.01,896.02,14
1598,45126,9,2.8,3.41,467.7,11.4,63.0,3.0,0.0,1,0,1009.88,51.88,89.3,62.1,17.1,21.0,4.0,0.0,-1.0,1.0,1008.55,795.41,17
1603,45141,9,0.0,0.0,468.1,9.3,71.0,1.0,0.0,0,-1,1011.33,0.0,0.4,2.8,11.4,63.0,3.0,0.0,1.0,0.0,1009.88,51.88,20
1613,45201,9,15.66,15.97,6.9,5.9,83.0,1.0,0.0,-1,0,1012.12,320.72,6.9,0.0,5.8,73.0,1.0,0.0,1.0,1.0,1010.93,0.0,8
1618,45216,9,69.42,70.34,154.7,11.4,56.0,1.0,0.0,-1,-1,1011.33,897.71,147.8,15.66,5.9,83.0,1.0,0.0,-1.0,0.0,1012.12,320.72,11
1623,45231,9,59.63,60.41,369.2,13.0,57.0,2.0,0.0,1,-1,1008.55,798.65,214.5,69.42,11.4,56.0,1.0,0.0,-1.0,-1.0,1011.33,897.71,14
1628,45246,9,2.78,3.1,453.3,9.5,73.0,3.0,0.0,1,0,1008.69,55.97,84.1,59.63,13.0,57.0,2.0,0.0,1.0,-1.0,1008.55,798.65,17
1633,45261,9,0.0,0.0,453.8,8.1,79.0,2.0,0.0,1,1,1009.74,0.0,0.5,2.78,9.5,73.0,3.0,0.0,1.0,0.0,1008.69,55.97,20
1643,45321,9,16.24,16.57,6.9,6.1,89.0,2.0,0.0,-1,0,1009.08,321.14,6.9,0.0,5.6,91.0,2.0,0.0,-1.0,-1.0,1008.03,0.0,8
1648,45336,9,77.57,78.61,171.7,12.9,55.0,2.0,0.0,-1,-1,1008.55,899.46,164.8,16.24,6.1,89.0,2.0,0.0,-1.0,0.0,1009.08,321.14,11
1653,45351,9,61.65,62.45,398.6,18.8,40.0,2.0,0.0,1,-1,1005.91,801.92,226.9,77.57,12.9,55.0,2.0,0.0,-1.0,-1.0,1008.55,899.46,14
1658,45366,9,2.92,3.31,492.4,12.2,75.0,2.0,0.0,1,0,1007.23,60.17,93.8,61.65,18.8,40.0,2.0,0.0,1.0,-1.0,1005.91,801.92,17
1663,45381,9,0.0,0.0,493.0,10.2,88.0,1.0,0.0,1,1,1008.69,0.0,0.6,2.92,12.2,75.0,2.0,0.0,1.0,0.0,1007.23,60.17,20
1673,45441,9,18.11,18.45,7.6,7.9,75.0,3.0,0.0,-1,0,1011.07,321.67,7.6,0.0,7.2,79.0,3.0,0.0,-1.0,0.0,1009.08,0.0,8
1678,45456,9,79.85,80.92,183.1,15.3,44.0,1.0,0.0,-1,-1,1011.33,901.29,175.5,18.11,7.9,75.0,3.0,0.0,-1.0,0.0,1011.07,321.67,11
1683,45471,9,65.4,66.28,415.4,18.8,34.0,3.0,0.0,1,0,1009.08,805.22,232.3,79.85,15.3,44.0,1.0,0.0,-1.0,-1.0,1011.33,901.29,14
1688,45486,9,2.72,3.12,513.8,14.4,50.0,2.0,0.0,1,0,1010.54,64.48,98.4,65.4,18.8,34.0,3.0,0.0,1.0,0.0,1009.08,805.22,17
1693,45501,9,0.0,0.0,514.3,10.9,72.0,1.0,0.0,-1,-1,1012.26,0.0,0.5,2.72,14.4,50.0,2.0,0.0,1.0,0.0,1010.54,64.48,20
1703,45561,9,16.37,16.7,6.7,9.4,64.0,3.0,0.0,-1,0,1012.52,322.31,6.7,0.0,8.2,66.0,3.0,0.0,-1.0,0.0,1011.33,0.0,8
1708,45576,9,80.22,81.32,181.0,16.7,47.0,2.0,0.0,-1,-1,1011.46,903.17,174.3,16.37,9.4,64.0,3.0,0.0,-1.0,0.0,1012.52,322.31,11
1713,45591,9,62.82,63.62,410.2,21.0,45.0,2.0,0.0,1,0,1008.42,808.54,229.2,80.22,16.7,47.0,2.0,0.0,-1.0,-1.0,1011.46,903.17,14
1718,45606,9,2.41,2.84,502.7,16.7,63.0,3.0,0.0,1,0,1008.69,68.87,92.5,62.82,21.0,45.0,2.0,0.0,1.0,0.0,1008.42,808.54,17
1723,45621,9,0.0,0.0,503.2,13.8,75.0,1.0,0.0,1,1,1009.88,0.0,0.5,2.41,16.7,63.0,3.0,0.0,1.0,0.0,1008.69,68.87,20
1733,45681,9,10.9,11.17,4.7,10.3,90.0,0.0,0.0,1,1,1015.03,323.05,4.7,0.0,11.3,86.0,2.0,0.0,1.0,0.0,1012.26,0.0,8
1738,45696,9,32.4,32.84,98.2,12.5,77.0,2.0,0.0,1,-1,1015.56,905.13,93.5,10.9,10.3,90.0,0.0,0.0,1.0,1.0,1015.03,323.05,11
1743,45711,9,17.24,17.57,188.7,11.7,76.0,3.0,0.0,1,0,1013.97,811.89,90.5,32.4,12.5,77.0,2.0,0.0,1.0,-1.0,1015.56,905.13,14
1748,45726,9,0.6,1.19,216.1,10.4,75.0,3.0,0.0,1,0,1015.56,73.35,27.4,17.24,11.7,76.0,3.0,0.0,1.0,0.0,1013.97,811.89,17
1753,45741,9,0.0,0.0,216.2,9.6,71.0,2.0,0.0,1,-1,1016.49,0.0,0.1,0.6,10.4,75.0,3.0,0.0,1.0,0.0,1015.56,73.35,20
1763,45801,9,17.21,17.61,7.6,7.8,76.0,1.0,0.0,-1,1,1017.68,323.25,7.6,0.0,7.3,70.0,2.0,0.0,1.0,1.0,1016.49,0.0,8
1768,45816,9,85.7,86.81,171.9,13.2,50.0,1.0,0.0,1,-1,1017.41,906.56,164.3,17.21,7.8,76.0,1.0,0.0,-1.0,1.0,1017.68,323.25,11
1773,45831,9,64.16,65.0,408.7,13.4,53.0,2.0,0.0,1,-1,1014.64,814.66,236.8,85.7,13.2,50.0,1.0,0.0,1.0,-1.0,1017.41,906.56,14
1778,45846,9,3.19,3.55,503.7,12.4,59.0,3.0,0.0,1,0,1015.03,77.4,95.0,64.16,13.4,53.0,2.0,0.0,1.0,-1.0,1014.64,814.66,17
1783,45861,9,0.0,0.0,504.4,10.1,70.0,1.0,0.0,1,1,1015.82,0.0,0.7,3.19,12.4,59.0,3.0,0.0,1.0,0.0,1015.03,77.4,20
1793,45921,9,8.95,9.32,3.1,8.6,75.0,2.0,0.0,-1,0,1013.31,322.92,3.1,0.0,7.5,80.0,2.0,0.0,-1.0,0.0,1012.52,0.0,8
1798,45936,9,50.25,50.88,112.9,14.6,58.0,2.0,0.0,-1,0,1012.12,907.48,109.8,8.95,8.6,75.0,2.0,0.0,-1.0,0.0,1013.31,322.92,11
