,T,U,Ff,RRR,DD_WE,DD_NS,POA,Po(p),hour,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,POA_b,Po(p)_b,device_id,cc_diff
1078,10.9,67.0,3.0,0.0,1,0,0.0,1013.18,20,13.0,52.0,3.0,0.0,1.0,0.0,19.69,1010.8,9,0.1
1934,8.5,89.0,0.0,0.1,0,1,335.16,1010.27,8,8.4,94.0,2.0,0.1,1.0,1.0,0.0,1009.08,10,1.4
676,13.5,97.0,4.0,0.4,1,0,0.0,1006.97,20,16.8,94.0,4.0,0.0,1.0,0.0,2.09,1003.53,7,0.0
1500,14.8,79.0,1.0,0.0,-1,0,0.0,1008.55,20,18.5,64.0,2.0,0.0,1.0,0.0,80.98,1007.76,6,0.5
621,15.7,66.0,0.0,0.0,0,0,1.6,1009.48,17,16.4,60.0,2.0,0.0,-1.0,-1.0,728.92,1010.14,7,45.7
2195,17.0,67.0,4.0,0.0,1,0,169.37,1005.12,17,21.2,50.0,3.0,0.0,1.0,0.0,877.27,1005.25,6,115.5
1866,19.1,79.0,5.0,0.0,1,0,850.86,1003.79,14,19.4,80.0,2.0,0.0,1.0,-1.0,928.02,1005.51,7,131.5
213,27.9,79.0,5.0,0.0,1,0,112.91,999.56,17,28.8,79.0,1.0,0.5,-1.0,-1.0,795.63,999.04,9,65.9
2042,7.6,71.0,2.0,0.4,1,1,865.8,1009.88,14,5.5,81.0,3.0,0.8,0.0,1.0,940.6,1012.39,8,83.0
692,6.6,69.0,2.0,7.0,-1,1,732.59,1016.62,14,6.4,78.0,3.0,9.0,-1.0,1.0,879.04,1017.01,8,25.4
982,9.7,94.0,3.0,0.0,-1,0,325.9,1014.24,8,10.1,92.0,3.0,0.0,-1.0,0.0,0.0,1012.52,8,1.8
360,30.0,66.0,3.0,0.0,1,0,94.87,1000.23,17,32.8,58.0,5.0,0.0,1.0,0.0,789.89,999.56,6,101.1
430,23.6,86.0,2.0,14.0,-1,1,786.61,1000.75,14,24.2,87.0,1.0,14.0,1.0,1.0,953.91,1001.94,6,102.0
2333,13.7,99.0,1.0,0.2,1,-1,361.86,1004.98,8,14.7,99.0,1.0,0.2,1.0,0.0,0.0,1002.74,9,2.0
516,26.5,64.0,2.0,0.0,1,1,0.0,999.17,20,28.5,58.0,3.0,0.0,0.0,1.0,76.68,997.18,7,2.0
1485,14.6,58.0,2.0,0.0,-1,0,907.48,1012.12,11,8.6,75.0,2.0,0.0,-1.0,0.0,322.92,1013.31,6,86.8
1449,10.4,75.0,3.0,0.0,1,0,73.35,1015.56,17,11.7,76.0,3.0,0.0,1.0,0.0,811.89,1013.97,10,24.8
1663,5.0,35.0,1.0,0.0,1,1,915.65,1021.24,11,0.6,55.0,1.0,0.0,1.0,1.0,323.79,1022.3,9,116.0
220,25.1,93.0,1.0,0.2,-1,1,449.5,1001.94,8,25.0,91.0,1.0,0.1,-1.0,0.0,0.0,1000.75,6,16.0
1695,7.1,48.0,2.0,0.0,1,0,109.59,1017.81,17,8.7,45.0,2.0,0.0,1.0,-1.0,835.01,1017.68,6,53.8
865,11.4,47.0,3.0,0.0,0,1,745.7,1019.13,14,8.0,46.0,3.0,0.0,1.0,1.0,878.7,1022.43,6,206.3
2277,13.1,84.0,1.0,0.0,1,0,0.0,1005.12,20,13.4,72.0,3.0,0.0,1.0,1.0,173.61,1004.32,8,0.9
1245,10.7,71.0,3.0,0.0,1,0,40.44,1014.24,17,13.5,61.0,2.0,0.0,1.0,0.0,785.9,1013.18,6,58.0
2175,13.4,85.0,1.0,0.0,1,1,0.0,1009.88,20,17.6,66.0,3.0,0.0,1.0,1.0,167.0,1008.69,6,2.5
1186,14.2,54.0,3.0,0.0,-1,-1,888.67,1009.21,11,9.0,65.0,2.0,0.0,-1.0,0.0,320.44,1009.88,7,104.2
2203,13.7,84.0,2.0,0.0,1,1,0.0,1006.17,20,17.0,67.0,4.0,0.0,1.0,0.0,169.37,1005.12,9,2.5
1090,13.6,51.0,2.0,0.0,1,0,768.14,1012.52,14,11.6,51.0,2.0,0.0,1.0,1.0,884.15,1015.43,6,178.3
461,26.2,58.0,4.0,0.0,1,0,82.72,1000.75,17,27.9,58.0,4.0,0.0,1.0,0.0,785.46,1000.36,7,118.6
575,18.0,88.0,3.0,0.0,1,1,0.0,1004.72,20,19.7,82.0,4.0,0.0,1.0,0.0,1.25,1001.15,6,0.1
2153,10.8,72.0,1.0,0.0,1,1,0.0,1016.09,20,15.1,48.0,2.0,0.0,1.0,0.0,164.55,1015.03,9,2.8
1238,13.2,63.0,1.0,0.0,1,0,891.39,1015.43,11,7.8,93.0,1.0,0.0,-1.0,-1.0,320.11,1015.43,9,115.7
953,9.5,74.0,0.0,0.0,0,1,0.0,1015.56,20,12.4,62.0,2.0,0.0,1.0,0.0,10.43,1014.24,9,0.3
713,5.1,42.0,3.0,0.0,0,1,878.75,1022.3,11,3.7,46.0,3.0,0.1,-1.0,1.0,343.13,1022.57,9,73.4
991,19.0,62.0,2.0,0.0,1,-1,757.47,1011.46,14,15.2,74.0,2.0,0.0,-1.0,-1.0,880.91,1013.97,7,190.1
2043,7.6,71.0,2.0,0.4,1,1,865.8,1009.88,14,5.5,81.0,3.0,0.8,0.0,1.0,940.6,1012.39,9,88.3
1658,0.6,55.0,1.0,0.0,1,1,323.79,1022.3,8,-1.5,71.0,1.0,0.0,-1.0,1.0,0.0,1021.11,9,0.6
2201,13.7,84.0,2.0,0.0,1,1,0.0,1006.17,20,17.0,67.0,4.0,0.0,1.0,0.0,169.37,1005.12,7,2.3
2151,10.8,72.0,1.0,0.0,1,1,0.0,1016.09,20,15.1,48.0,2.0,0.0,1.0,0.0,164.55,1015.03,7,2.4
855,2.0,48.0,1.0,0.0,-1,-1,332.46,1023.76,8,0.0,54.0,3.0,0.0,-1.0,0.0,0.0,1024.02,6,5.0
1063,16.6,68.0,1.0,0.0,1,-1,883.22,1010.27,11,11.4,94.0,1.0,0.0,-1.0,0.0,323.09,1009.48,9,148.1
1159,5.6,76.0,1.0,0.0,-1,0,320.76,1013.71,8,5.3,77.0,2.0,0.0,-1.0,0.0,0.0,1012.12,10,4.1
1093,13.6,51.0,2.0,0.0,1,0,768.14,1012.52,14,11.6,51.0,2.0,0.0,1.0,1.0,884.15,1015.43,9,215.5
325,30.5,63.0,2.0,0.0,-1,1,952.29,1000.36,11,28.4,72.0,2.0,0.0,0.0,1.0,452.64,1001.15,6,159.3
1615,1.9,91.0,2.0,3.0,-1,1,828.15,1018.07,14,3.1,82.0,4.0,1.0,-1.0,1.0,913.03,1019.92,6,21.7
1802,7.9,94.0,2.0,0.3,-1,-1,0.0,1014.5,20,8.0,89.0,1.0,0.3,-1.0,0.0,123.3,1013.58,8,0.1
2101,8.0,81.0,1.0,0.0,1,1,0.0,1015.43,20,12.1,51.0,2.0,0.0,1.0,-1.0,159.43,1014.11,7,3.8
2224,12.5,91.0,4.0,1.0,1,0,171.17,1007.89,17,19.6,63.0,2.0,0.0,1.0,-1.0,878.46,1003.93,10,26.9
1882,9.5,99.0,2.0,4.0,1,1,332.29,1011.46,8,9.5,98.0,1.0,4.0,1.0,-1.0,0.0,1009.48,8,1.7
1182,9.0,65.0,2.0,0.0,-1,0,320.44,1009.88,8,7.3,70.0,3.0,0.0,-1.0,0.0,0.0,1009.08,8,4.4
1873,14.3,93.0,3.0,0.0,1,0,133.12,1006.17,17,19.1,79.0,5.0,0.0,1.0,0.0,850.86,1003.79,9,20.6
2260,11.4,70.0,1.0,0.0,-1,-1,955.0,1008.16,11,9.0,78.0,0.0,0.0,0.0,1.0,357.79,1008.55,6,56.6
122,28.0,81.0,1.0,0.0,-1,0,445.97,1001.02,8,25.8,92.0,2.0,0.0,-1.0,0.0,0.0,999.3,8,34.7
1272,9.4,79.0,1.0,0.1,-1,0,44.1,1010.01,17,9.4,76.0,1.0,0.0,-1.0,0.0,789.03,1010.4,8,7.6
286,29.6,76.0,3.0,0.0,1,0,103.94,998.9,17,31.4,69.0,4.0,0.0,1.0,-1.0,792.91,998.24,7,108.9
2292,20.9,64.0,3.0,0.0,1,1,880.12,1000.23,14,18.9,66.0,1.0,0.0,1.0,-1.0,955.82,1003.79,8,201.4
857,2.0,48.0,1.0,0.0,-1,-1,332.46,1023.76,8,0.0,54.0,3.0,0.0,-1.0,0.0,0.0,1024.02,8,7.3
1294,18.4,57.0,2.0,0.0,1,0,792.2,1003.66,14,16.2,61.0,2.0,0.0,-1.0,-1.0,894.41,1006.44,10,138.4
306,30.6,69.0,1.5,0.0,0,0,791.94,1000.09,14,31.9,61.0,0.0,0.0,0.0,0.0,951.76,1000.75,7,216.7
520,24.3,51.0,3.0,0.0,1,1,457.38,1002.08,8,24.4,62.0,3.0,0.0,1.0,1.0,0.0,999.3,6,8.8
1365,18.8,40.0,2.0,0.0,1,-1,801.92,1005.91,14,12.9,55.0,2.0,0.0,-1.0,-1.0,899.46,1008.55,6,178.6
1733,6.0,65.0,2.0,0.2,1,0,325.76,1018.2,8,6.5,61.0,1.0,0.0,0.0,1.0,0.0,1016.75,9,2.2
25,32.0,58.0,1.0,0.0,-1,1,943.0,998.24,11,27.9,83.0,2.0,0.0,-1.0,0.0,442.12,998.64,6,92.8
1312,15.5,38.0,3.0,0.0,-1,1,896.02,1010.01,11,13.1,58.0,1.0,0.0,-1.0,1.0,320.41,1009.61,8,106.8
1555,13.3,96.0,1.0,0.1,1,0,322.63,1006.44,8,13.6,92.0,1.0,0.0,-1.0,1.0,0.0,1004.32,6,0.8
892,13.6,19.0,3.0,0.0,1,1,747.91,1018.47,14,10.4,25.0,4.0,0.0,1.0,1.0,878.98,1021.38,8,203.9
2247,8.6,70.0,1.0,1.0,1,-1,172.41,1010.8,17,8.6,77.0,1.0,1.0,0.0,-1.0,879.05,1011.33,8,61.3
1999,4.7,92.0,2.0,0.0,1,0,148.37,1012.26,17,5.6,82.0,2.0,0.0,1.0,0.0,861.67,1012.26,10,13.9
1202,13.1,67.0,0.0,0.0,-1,1,0.0,1009.08,20,15.9,60.0,1.0,0.0,1.0,0.0,33.6,1006.7,8,0.2
1864,19.4,80.0,2.0,0.0,1,-1,928.02,1005.51,11,14.8,100.0,1.0,0.0,-1.0,-1.0,330.98,1005.78,10,70.5
1220,13.1,70.0,2.0,0.0,1,1,36.93,1009.21,17,18.3,44.0,2.0,0.0,1.0,0.0,782.82,1008.03,6,64.5
911,9.9,40.0,2.0,0.0,1,0,879.34,1020.32,11,2.9,71.0,2.0,0.0,-1.0,0.0,329.56,1020.85,7,142.3
1630,-2.1,64.0,0.0,3.0,0,0,323.33,1022.96,8,-1.4,79.0,0.0,4.0,0.0,0.0,0.0,1021.77,6,0.0
155,32.0,64.0,3.0,0.0,1,-1,797.26,996.13,14,31.5,61.0,1.0,0.0,-1.0,-1.0,947.66,998.24,6,206.0
266,27.7,86.0,2.0,0.0,1,0,0.0,999.96,20,29.5,74.0,2.0,0.0,1.0,0.0,106.95,998.64,7,2.0
722,5.6,50.0,3.0,0.0,1,0,2.8,1019.66,17,6.2,44.0,3.0,0.0,1.0,1.0,734.21,1019.53,8,34.0
239,24.7,95.0,3.0,2.0,1,1,109.94,1000.36,17,27.7,79.0,4.0,0.2,1.0,1.0,794.76,999.96,10,20.0
1892,10.3,97.0,1.0,3.0,1,-1,853.07,1010.14,14,9.6,98.0,1.0,4.0,1.0,-1.0,929.74,1012.12,8,46.0
192,28.5,83.0,4.0,0.0,1,1,0.0,999.56,20,30.3,74.0,4.0,0.0,1.0,0.0,115.87,998.24,8,2.2
902,5.9,63.0,1.0,0.0,-1,0,0.0,1020.19,20,7.8,53.0,3.0,0.0,1.0,0.0,7.89,1019.66,8,0.2
224,25.1,93.0,1.0,0.2,-1,1,449.5,1001.94,8,25.0,91.0,1.0,0.1,-1.0,0.0,0.0,1000.75,10,15.2
908,2.9,71.0,2.0,0.0,-1,0,329.56,1020.85,8,2.5,71.0,3.0,0.0,-1.0,0.0,0.0,1019.13,9,6.8
2248,8.6,70.0,1.0,1.0,1,-1,172.41,1010.8,17,8.6,77.0,1.0,1.0,0.0,-1.0,879.05,1011.33,9,68.9
467,25.3,61.0,3.0,0.0,1,1,0.0,1002.21,20,26.2,58.0,4.0,0.0,1.0,0.0,82.72,1000.75,8,1.6
1138,12.8,53.0,4.0,0.7,-1,1,886.25,1011.59,11,11.3,66.0,2.0,0.8,-1.0,0.0,321.19,1010.54,9,132.7
1554,14.4,86.0,1.0,0.0,1,-1,0.0,1007.1,20,14.9,84.0,0.0,0.0,0.0,0.0,88.18,1005.91,10,0.1
877,8.8,62.0,3.0,0.0,1,1,0.0,1020.98,20,10.0,57.0,1.0,0.0,1.0,1.0,6.84,1020.32,8,0.2
820,5.2,35.0,2.0,0.0,-1,1,5.1,1020.98,17,7.9,33.0,2.0,0.0,-1.0,0.0,741.54,1019.13,6,79.7
72,26.9,80.0,1.0,0.0,-1,-1,444.08,999.17,8,24.8,90.0,2.0,0.0,-1.0,0.0,0.0,997.58,8,30.5
1241,13.5,61.0,2.0,0.0,1,0,785.9,1013.18,14,13.2,63.0,1.0,0.0,1.0,0.0,891.39,1015.43,7,149.4
1770,9.2,53.0,3.0,0.0,1,0,119.93,1017.01,17,11.7,36.0,3.0,0.0,1.0,0.0,841.86,1016.75,6,85.4
457,27.9,58.0,4.0,0.0,1,0,785.46,1000.36,14,27.8,50.0,2.0,0.0,1.0,1.0,954.2,1002.47,8,254.8
1818,16.5,77.0,1.0,15.0,1,-1,846.39,1008.16,14,12.8,90.0,2.0,18.0,-1.0,-1.0,924.68,1011.07,9,186.3
876,8.8,62.0,3.0,0.0,1,1,0.0,1020.98,20,10.0,57.0,1.0,0.0,1.0,1.0,6.84,1020.32,7,0.2
1035,15.5,68.0,2.0,0.0,-1,-1,882.37,1005.91,11,9.3,95.0,3.0,0.0,-1.0,0.0,323.93,1006.57,6,125.0
964,15.5,59.0,1.0,0.0,-1,-1,880.3,1015.3,11,8.9,82.0,2.0,0.0,-1.0,0.0,327.03,1015.56,10,88.9
749,7.6,98.0,2.0,1.0,-1,0,3.25,1012.26,17,7.0,96.0,2.0,1.0,-1.0,-1.0,735.91,1012.65,10,9.3
1354,8.1,79.0,2.0,0.0,1,1,0.0,1009.74,20,9.5,73.0,3.0,0.0,1.0,0.0,55.97,1008.69,10,0.3
979,12.2,85.0,0.0,0.0,0,0,0.0,1013.97,20,14.8,72.0,2.0,0.0,1.0,0.0,11.93,1012.65,10,0.2
1170,11.1,45.0,2.0,0.0,1,0,30.44,1010.14,17,13.3,31.0,2.0,0.0,1.0,-1.0,776.79,1010.27,6,80.1
2225,11.2,95.0,3.0,3.0,1,0,0.0,1011.2,20,12.5,91.0,4.0,1.0,1.0,0.0,171.17,1007.89,6,0.1
444,24.4,73.0,3.0,0.9082105263157895,1,1,0.0,1001.55,20,24.3,79.0,2.0,12.0,-1.0,1.0,85.75,1000.36,10,3.5
2035,5.5,81.0,3.0,0.8,0,1,940.6,1012.39,11,5.3,81.0,1.0,0.5,1.0,1.0,341.82,1011.46,6,32.4
557,21.1,72.0,3.0,0.0,-1,1,780.69,1002.47,14,21.1,70.0,2.0,0.0,0.0,1.0,954.9,1004.59,8,51.3
1761,11.7,32.0,2.0,0.0,0,1,921.49,1019.26,11,7.0,63.0,2.0,0.0,0.0,1.0,326.62,1018.73,7,112.2
1688,8.4,34.0,2.0,0.0,1,1,917.04,1020.19,11,3.9,48.0,1.0,0.0,0.0,1.0,324.34,1020.98,9,177.0
2157,10.3,74.0,2.0,0.0,-1,0,351.64,1013.84,8,9.1,77.0,2.0,0.0,-1.0,-1.0,0.0,1013.31,8,11.9
454,27.8,50.0,2.0,0.0,1,1,954.2,1002.47,11,24.3,59.0,2.0,0.0,0.0,1.0,455.87,1003.53,10,178.9
160,29.7,78.0,3.0,0.0,1,0,118.81,996.39,17,32.0,64.0,3.0,0.0,1.0,-1.0,797.26,996.13,6,111.6
1351,8.1,79.0,2.0,0.0,1,1,0.0,1009.74,20,9.5,73.0,3.0,0.0,1.0,0.0,55.97,1008.69,7,0.5
1130,11.3,66.0,2.0,0.8,-1,0,321.19,1010.54,8,11.0,79.0,2.0,0.8,0.0,1.0,0.0,1007.76,6,3.1
2256,9.0,78.0,0.0,0.0,0,1,357.79,1008.55,8,8.1,81.0,0.0,0.0,0.0,0.0,0.0,1007.23,7,5.9
2142,17.8,36.0,3.0,0.0,1,-1,873.61,1015.56,14,14.7,54.0,1.0,0.0,-1.0,-1.0,948.19,1018.34,8,236.7
1257,7.8,72.0,2.0,0.0,1,1,320.1,1013.84,8,7.8,76.0,1.0,0.0,1.0,1.0,0.0,1013.84,8,2.3
527,25.7,50.0,2.0,0.0,1,1,954.79,1002.08,11,24.3,51.0,3.0,0.0,1.0,1.0,457.38,1002.08,8,47.9
218,27.0,80.0,4.0,0.0,1,1,0.0,1001.28,20,27.9,79.0,5.0,0.0,1.0,0.0,112.91,999.56,9,2.1
125,32.4,60.0,2.0,0.0,1,-1,946.81,1000.62,11,28.0,81.0,1.0,0.0,-1.0,0.0,445.97,1001.02,6,188.2
1192,18.2,50.0,1.0,0.0,-1,-1,779.78,1006.31,14,14.2,54.0,3.0,0.0,-1.0,-1.0,888.67,1009.21,8,90.9
1171,11.1,45.0,2.0,0.0,1,0,30.44,1010.14,17,13.3,31.0,2.0,0.0,1.0,-1.0,776.79,1010.27,7,78.1
74,26.9,80.0,1.0,0.0,-1,-1,444.08,999.17,8,24.8,90.0,2.0,0.0,-1.0,0.0,0.0,997.58,10,23.8
1223,13.1,70.0,2.0,0.0,1,1,36.93,1009.21,17,18.3,44.0,2.0,0.0,1.0,0.0,782.82,1008.03,9,76.3
2239,7.5,85.0,2.0,1.0,1,0,954.18,1013.84,11,6.9,86.0,3.0,2.0,1.0,0.0,356.57,1013.71,10,52.3
574,17.9,95.0,1.0,16.0,-1,0,458.18,1004.32,8,17.6,95.0,2.0,8.0,-1.0,1.0,0.0,1002.87,10,2.1
1743,11.0,48.0,1.0,0.3,1,-1,839.58,1014.64,14,8.8,54.0,1.0,0.3,1.0,1.0,919.96,1017.81,9,149.5
1075,10.9,67.0,3.0,0.0,1,0,0.0,1013.18,20,13.0,52.0,3.0,0.0,1.0,0.0,19.69,1010.8,6,0.1
2078,6.5,72.0,1.0,0.0,1,1,0.0,1014.77,20,8.5,60.0,3.0,0.0,1.0,0.0,156.77,1012.65,9,2.2
32,31.5,67.0,4.0,0.0,1,-1,800.61,996.66,14,32.0,58.0,1.0,0.0,-1.0,1.0,943.0,998.24,8,236.6
1556,13.3,96.0,1.0,0.1,1,0,322.63,1006.44,8,13.6,92.0,1.0,0.0,-1.0,1.0,0.0,1004.32,7,0.9
1921,11.6,88.0,2.0,0.0,1,0,139.4,1007.89,17,13.6,82.0,2.0,0.0,1.0,0.0,855.26,1007.63,7,50.7
757,7.7,84.0,2.0,5.0,0,1,339.26,1012.65,8,8.4,89.0,1.0,5.0,0.0,1.0,0.0,1010.93,8,1.2
1636,0.7,51.0,4.0,1.0,-1,0,914.31,1022.57,11,-2.1,64.0,0.0,3.0,0.0,0.0,323.33,1022.96,7,2.0
1629,-0.4,88.0,0.0,6.0,0,0,0.0,1021.77,20,0.6,89.0,2.0,5.0,-1.0,0.0,98.96,1019.79,10,0.0
504,29.5,57.0,4.0,0.0,1,1,954.64,998.37,11,26.0,70.0,3.0,0.0,0.0,1.0,456.91,999.83,10,167.2
1524,15.4,80.0,2.0,0.0,1,-1,84.58,1005.51,17,19.6,66.0,4.0,0.0,1.0,0.0,819.1,1004.59,10,71.8
156,32.0,64.0,3.0,0.0,1,-1,797.26,996.13,14,31.5,61.0,1.0,0.0,-1.0,-1.0,947.66,998.24,7,212.8
296,28.5,73.0,0.0,0.0,-1,0,451.89,1001.55,8,26.8,83.0,1.0,0.0,-1.0,1.0,0.0,999.96,7,28.4
1030,9.3,95.0,3.0,0.0,-1,0,323.93,1006.57,8,9.0,95.0,2.0,0.0,-1.0,0.0,0.0,1006.7,6,5.8
1911,12.6,84.0,1.0,0.0,-1,-1,931.49,1010.27,11,10.0,97.0,0.0,0.0,-1.0,1.0,333.69,1010.67,7,60.9
1027,11.3,88.0,1.0,0.0,0,-1,0.0,1011.46,20,13.0,75.0,2.0,0.0,1.0,0.0,15.45,1010.27,8,0.1
2017,6.2,93.0,1.0,19.0,-1,1,863.75,1009.48,14,5.8,94.0,2.0,20.0,-1.0,1.0,938.74,1012.12,8,30.0
869,11.4,47.0,3.0,0.0,0,1,745.7,1019.13,14,8.0,46.0,3.0,0.0,1.0,1.0,878.7,1022.43,10,180.3
2209,13.6,88.0,2.0,0.0,-1,-1,355.42,1006.04,8,12.8,92.0,1.0,0.0,-1.0,0.0,0.0,1005.12,10,9.6
387,29.7,67.0,3.0,0.0,1,0,91.83,999.83,17,32.4,58.0,3.0,0.0,1.0,-1.0,788.82,1000.36,8,90.5
2360,14.5,94.0,2.0,0.0,1,0,958.32,1002.6,11,13.8,98.0,0.0,0.2,1.0,-1.0,363.34,1003.13,6,52.9
2023,6.0,90.0,2.0,14.0,0,1,151.24,1010.14,17,6.2,93.0,1.0,19.0,-1.0,1.0,863.75,1009.48,9,19.6
1024,13.0,75.0,2.0,0.0,1,0,15.45,1010.27,17,16.7,64.0,2.0,0.0,1.0,-1.0,760.04,1010.67,10,65.7
1060,16.6,68.0,1.0,0.0,1,-1,883.22,1010.27,11,11.4,94.0,1.0,0.0,-1.0,0.0,323.09,1009.48,6,113.5
1715,9.4,46.0,2.0,0.0,1,0,837.3,1015.96,14,7.6,52.0,1.0,0.0,-1.0,-1.0,918.48,1019.79,6,80.5
1400,10.9,72.0,1.0,0.0,-1,-1,0.0,1012.26,20,14.4,50.0,2.0,0.0,1.0,0.0,64.48,1010.54,6,0.4
126,32.4,60.0,2.0,0.0,1,-1,946.81,1000.62,11,28.0,81.0,1.0,0.0,-1.0,0.0,445.97,1001.02,7,190.5
1251,9.3,72.0,2.0,0.0,1,0,0.0,1015.43,20,10.7,71.0,3.0,0.0,1.0,0.0,40.44,1014.24,7,0.1
1349,9.5,73.0,3.0,0.0,1,0,55.97,1008.69,17,13.0,57.0,2.0,0.0,1.0,-1.0,798.65,1008.55,10,65.3
1566,14.5,97.0,1.0,1.0,-1,-1,823.6,1005.12,14,13.9,96.0,1.0,0.7,-1.0,-1.0,910.63,1007.1,7,28.8
695,5.9,67.0,2.0,4.0,0,1,2.41,1018.2,17,6.6,69.0,2.0,7.0,-1.0,1.0,732.59,1016.62,6,9.5
2118,18.1,28.0,4.0,0.0,1,0,871.72,1015.03,14,15.3,43.0,2.0,0.0,-1.0,-1.0,946.28,1017.81,9,281.3
404,32.0,58.0,1.0,0.0,1,-1,953.58,998.77,11,26.7,81.0,2.0,0.0,-1.0,-1.0,454.68,999.56,10,134.7
1965,10.8,74.0,3.0,0.0,1,-1,859.56,1009.88,14,14.8,60.0,1.0,0.0,0.0,-1.0,935.07,1010.67,6,169.7
1529,13.8,86.0,2.0,0.0,1,0,0.0,1007.89,20,15.4,80.0,2.0,0.0,1.0,-1.0,84.58,1005.51,10,0.4
1654,0.5,53.0,3.0,0.0,-1,1,0.0,1021.77,20,3.3,45.0,3.0,0.0,-1.0,0.0,102.53,1020.19,10,0.0
2339,14.0,99.0,1.0,0.2,0,-1,957.48,1005.12,11,13.7,99.0,1.0,0.2,1.0,-1.0,361.86,1004.98,10,25.0
1992,5.6,82.0,2.0,0.0,1,0,861.67,1012.26,14,5.7,82.0,3.0,0.0,1.0,0.0,936.89,1014.9,8,26.0
558,21.1,72.0,3.0,0.0,-1,1,780.69,1002.47,14,21.1,70.0,2.0,0.0,0.0,1.0,954.9,1004.59,9,54.7
1620,0.6,89.0,2.0,5.0,-1,0,98.96,1019.79,17,1.9,91.0,2.0,3.0,-1.0,1.0,828.15,1018.07,6,10.0
2198,17.0,67.0,4.0,0.0,1,0,169.37,1005.12,17,21.2,50.0,3.0,0.0,1.0,0.0,877.27,1005.25,9,130.2
50,29.0,78.0,1.0,0.0,-1,-1,944.02,999.3,11,27.8,84.0,0.0,0.0,-1.0,1.0,443.11,999.04,6,92.8
279,32.1,64.0,3.0,0.0,1,0,951.19,999.96,11,28.0,83.0,1.0,0.0,-1.0,0.0,451.12,1000.62,10,139.5
1179,8.7,64.0,0.0,0.0,0,1,0.0,1011.46,20,11.1,45.0,2.0,0.0,1.0,0.0,30.44,1010.14,10,0.3
1708,3.8,68.0,1.0,0.0,-1,-1,325.0,1019.79,8,2.4,75.0,2.0,0.0,-1.0,-1.0,0.0,1018.6,9,4.8
1455,7.8,76.0,1.0,0.0,-1,1,323.25,1017.68,8,7.3,70.0,2.0,0.0,1.0,1.0,0.0,1016.49,6,5.1
1717,9.4,46.0,2.0,0.0,1,0,837.3,1015.96,14,7.6,52.0,1.0,0.0,-1.0,-1.0,918.48,1019.79,8,77.2
1363,12.9,55.0,2.0,0.0,-1,-1,899.46,1008.55,11,6.1,89.0,2.0,0.0,-1.0,0.0,321.14,1009.08,9,164.8
1423,16.7,63.0,3.0,0.0,1,0,68.87,1008.69,17,21.0,45.0,2.0,0.0,1.0,0.0,808.54,1008.42,9,92.5
1003,13.2,86.0,2.0,0.0,1,0,0.0,1014.64,20,14.7,81.0,2.0,0.0,1.0,0.0,13.6,1012.26,9,0.2
769,7.4,81.0,5.0,0.4,-1,1,737.7,1011.59,14,8.6,71.0,2.0,2.0,-1.0,1.0,878.41,1013.05,10,32.2
1754,7.8,59.0,2.0,0.9082105263157895,1,0,0.0,1016.75,20,8.7,51.0,2.0,0.3,1.0,0.0,116.52,1015.03,10,0.7
1902,9.5,93.0,2.0,3.0,1,0,0.0,1011.99,20,9.7,97.0,1.0,4.0,1.0,0.0,136.28,1010.8,8,0.6
824,5.2,35.0,2.0,0.0,-1,1,5.1,1020.98,17,7.9,33.0,2.0,0.0,-1.0,0.0,741.54,1019.13,10,75.5
1956,9.2,87.0,2.0,0.0,1,1,336.72,1010.67,8,8.2,98.0,1.0,5.0,-1.0,-1.0,0.0,1008.55,7,8.1
680,6.3,86.0,3.0,10.0,0,1,345.17,1015.03,8,7.0,81.0,2.0,7.0,-1.0,1.0,0.0,1013.05,6,1.8
890,13.6,19.0,3.0,0.0,1,1,747.91,1018.47,14,10.4,25.0,4.0,0.0,1.0,1.0,878.98,1021.38,6,201.7
1213,14.9,58.0,1.0,0.0,-1,-1,889.99,1010.67,11,10.5,69.0,2.0,0.0,-1.0,0.0,320.22,1010.14,9,72.9
417,28.8,77.0,3.0,0.0,1,0,0.0,998.37,20,30.2,69.0,2.0,0.0,1.0,-1.0,88.79,995.99,8,1.4
314,29.2,77.0,3.0,0.0,1,0,100.93,999.43,17,30.6,69.0,1.5,0.0,0.0,0.0,791.94,1000.09,10,98.0
856,2.0,48.0,1.0,0.0,-1,-1,332.46,1023.76,8,0.0,54.0,3.0,0.0,-1.0,0.0,0.0,1024.02,7,6.1
196,25.4,95.0,0.0,0.7,-1,-1,448.65,1000.75,8,26.5,85.0,1.0,0.0,-1.0,1.0,0.0,999.56,7,28.8
1168,13.3,31.0,2.0,0.0,1,-1,776.79,1010.27,14,11.8,42.0,2.0,0.0,1.0,-1.0,887.42,1013.45,9,246.2
1724,7.7,51.0,2.0,0.0,1,0,113.07,1016.62,17,9.4,46.0,2.0,0.0,1.0,0.0,837.3,1015.96,10,33.0
2284,11.9,95.0,1.0,0.0,-1,-1,359.08,1004.32,8,11.2,93.0,1.0,0.0,-1.0,-1.0,0.0,1003.0,10,9.5
163,29.7,78.0,3.0,0.0,1,0,118.81,996.39,17,32.0,64.0,3.0,0.0,1.0,-1.0,797.26,996.13,9,113.1
