,T,U,Ff,RRR,DD_WE,DD_NS,POA,Po(p),hour,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,POA_b,Po(p)_b,device_id,cc_diff
249,27.8,80.0,1.0,0.0,1,0,450.32,1001.28,8,24.2,94.0,1.0,0.0,-1.0,0.0,0.0,1000.23,10,24.8
2075,6.5,72.0,1.0,0.0,1,1,0.0,1014.77,20,8.5,60.0,3.0,0.0,1.0,0.0,156.77,1012.65,6,2.2
30,31.5,67.0,4.0,0.0,1,-1,800.61,996.66,14,32.0,58.0,1.0,0.0,-1.0,1.0,943.0,998.24,6,235.9
2014,5.8,94.0,2.0,20.0,-1,1,938.74,1012.12,11,5.2,96.0,2.0,17.0,-1.0,1.0,340.05,1012.52,10,28.3
2297,19.7,67.0,3.0,0.0,1,1,174.76,1000.09,17,20.9,64.0,3.0,0.0,1.0,1.0,880.12,1000.23,8,92.5
591,14.1,77.0,3.0,2.0,1,-1,727.92,1008.82,14,13.2,86.0,1.0,2.0,1.0,-1.0,881.82,1010.27,7,114.3
951,9.5,74.0,0.0,0.0,0,1,0.0,1015.56,20,12.4,62.0,2.0,0.0,1.0,0.0,10.43,1014.24,7,0.3
2008,5.2,96.0,2.0,17.0,-1,1,340.05,1012.52,8,5.0,96.0,1.0,14.0,1.0,1.0,0.0,1010.8,9,1.8
438,24.3,79.0,2.0,12.0,-1,1,85.75,1000.36,17,23.6,86.0,2.0,14.0,-1.0,1.0,786.61,1000.75,9,56.1
1006,10.9,94.0,1.0,0.0,1,1,324.86,1014.24,8,12.3,86.0,1.0,0.0,-1.0,-1.0,0.0,1013.18,7,6.0
1111,13.4,56.0,0.0,0.0,1,0,885.16,1010.27,11,6.3,89.0,2.0,0.0,-1.0,0.0,321.72,1011.07,7,134.6
44,28.3,83.0,2.0,0.0,1,-1,0.0,998.24,20,29.7,79.0,3.0,0.0,1.0,0.0,133.11,996.52,10,6.2
1237,13.2,63.0,1.0,0.0,1,0,891.39,1015.43,11,7.8,93.0,1.0,0.0,-1.0,-1.0,320.11,1015.43,8,95.9
2219,19.6,63.0,2.0,0.0,1,-1,878.46,1003.93,14,21.7,55.0,1.0,0.0,1.0,-1.0,953.38,1005.38,10,186.5
1252,9.3,72.0,2.0,0.0,1,0,0.0,1015.43,20,10.7,71.0,3.0,0.0,1.0,0.0,40.44,1014.24,8,0.2
548,20.8,70.0,2.0,0.0,-1,1,457.8,1004.59,8,20.6,68.0,3.0,0.0,0.0,1.0,0.0,1002.87,9,3.9
616,16.4,60.0,2.0,0.0,-1,-1,728.92,1010.14,14,13.5,71.0,1.0,0.0,-1.0,-1.0,880.98,1013.18,7,99.8
2146,15.1,48.0,2.0,0.0,1,0,164.55,1015.03,17,17.8,36.0,3.0,0.0,1.0,-1.0,873.61,1015.56,7,125.4
1399,14.4,50.0,2.0,0.0,1,0,64.48,1010.54,17,18.8,34.0,3.0,0.0,1.0,0.0,805.22,1009.08,10,76.5
0,31.2,60.0,2.0,0.0,1,-1,942.25,996.92,11,27.5,83.0,0.0,0.0,-1.0,0.0,441.37,996.39,6,174.9
36,29.7,79.0,3.0,0.0,1,0,133.11,996.52,17,31.5,67.0,4.0,0.0,1.0,-1.0,800.61,996.66,7,93.1
257,32.1,61.0,2.0,0.0,1,-1,793.86,998.37,14,31.4,65.0,1.0,0.0,0.0,-1.0,950.58,1000.62,8,202.5
1853,14.8,97.0,1.0,0.0,1,0,0.0,1007.1,20,15.8,86.0,3.0,0.0,1.0,1.0,129.9,1005.51,9,0.3
2324,18.1,84.0,3.0,0.0,1,1,175.86,999.7,17,22.8,67.0,3.0,0.0,1.0,0.0,880.61,1000.09,10,82.2
1327,9.3,71.0,1.0,0.0,0,-1,0.0,1011.33,20,11.4,63.0,3.0,0.0,1.0,0.0,51.88,1009.88,8,0.4
830,-0.3,38.0,2.0,0.0,-1,1,334.04,1027.33,8,-1.3,48.0,2.0,0.0,-1.0,1.0,0.0,1025.34,6,5.3
1086,11.6,51.0,2.0,0.0,1,1,884.15,1015.43,11,7.9,65.0,2.0,0.0,1.0,1.0,322.36,1015.82,7,92.8
352,31.8,60.0,2.0,0.0,-1,1,952.76,1001.55,11,27.8,77.0,1.0,0.0,-1.0,1.0,453.35,1002.21,8,150.1
1016,16.7,64.0,2.0,0.0,1,-1,760.04,1010.67,14,15.0,70.0,1.0,0.0,1.0,-1.0,881.6,1013.84,7,175.9
1994,5.6,82.0,2.0,0.0,1,0,861.67,1012.26,14,5.7,82.0,3.0,0.0,1.0,0.0,936.89,1014.9,10,26.4
1059,11.4,94.0,1.0,0.0,-1,0,323.09,1009.48,8,11.2,93.0,1.0,0.0,-1.0,-1.0,0.0,1005.91,10,4.7
342,28.1,80.0,4.0,0.0,1,0,0.0,1000.62,20,29.5,73.0,3.0,0.0,1.0,0.0,97.9,998.77,8,1.9
1579,12.3,63.0,3.0,1.0,0,1,0.0,1008.42,20,13.5,68.0,4.0,1.0,-1.0,1.0,91.78,1006.31,10,0.2
1151,11.0,44.0,3.0,0.0,-1,1,0.0,1012.78,20,13.5,34.0,3.0,0.0,-1.0,1.0,27.47,1011.59,7,0.2
2191,21.2,50.0,3.0,0.0,1,0,877.27,1005.25,14,20.0,54.0,1.0,0.0,-1.0,-1.0,952.02,1008.55,7,227.9
341,28.1,80.0,4.0,0.0,1,0,0.0,1000.62,20,29.5,73.0,3.0,0.0,1.0,0.0,97.9,998.77,7,2.3
569,19.6,84.0,3.0,0.5,1,1,0.0,1004.06,20,21.1,72.0,3.0,0.0,0.0,1.0,70.7,1002.74,10,0.6
2263,11.4,70.0,1.0,0.0,-1,-1,955.0,1008.16,11,9.0,78.0,0.0,0.0,0.0,1.0,357.79,1008.55,9,62.7
423,23.0,97.0,0.0,83.0,0,1,455.29,1001.42,8,23.2,93.0,2.0,74.0,1.0,1.0,0.0,999.17,9,3.6
1508,12.7,88.0,3.0,0.0,-1,0,322.71,1007.5,8,12.1,91.0,2.0,0.0,-1.0,0.0,0.0,1006.7,9,6.7
277,32.1,64.0,3.0,0.0,1,0,951.19,999.96,11,28.0,83.0,1.0,0.0,-1.0,0.0,451.12,1000.62,8,160.3
661,18.3,97.0,1.0,0.0,0,-1,879.53,1002.74,11,17.0,99.0,1.0,0.0,-1.0,0.0,347.4,1003.53,7,37.7
1676,3.8,58.0,1.0,0.0,1,1,0.0,1019.39,20,4.3,52.0,3.0,0.0,1.0,0.0,106.07,1018.6,7,0.4
385,29.7,67.0,3.0,0.0,1,0,91.83,999.83,17,32.4,58.0,3.0,0.0,1.0,-1.0,788.82,1000.36,6,103.6
1483,8.6,75.0,2.0,0.0,-1,0,322.92,1013.31,8,7.5,80.0,2.0,0.0,-1.0,0.0,0.0,1012.52,9,3.1
415,28.8,77.0,3.0,0.0,1,0,0.0,998.37,20,30.2,69.0,2.0,0.0,1.0,-1.0,88.79,995.99,6,1.6
1850,14.8,97.0,1.0,0.0,1,0,0.0,1007.1,20,15.8,86.0,3.0,0.0,1.0,1.0,129.9,1005.51,6,0.2
1515,19.6,66.0,4.0,0.0,1,0,819.1,1004.59,14,20.5,59.0,1.0,0.0,1.0,0.0,908.47,1007.1,6,174.2
2221,12.5,91.0,4.0,1.0,1,0,171.17,1007.89,17,19.6,63.0,2.0,0.0,1.0,-1.0,878.46,1003.93,7,26.2
552,21.1,70.0,2.0,0.0,0,1,954.9,1004.59,11,20.8,70.0,2.0,0.0,-1.0,1.0,457.8,1004.59,8,55.5
863,8.0,46.0,3.0,0.0,1,1,878.7,1022.43,11,2.0,48.0,1.0,0.0,-1.0,-1.0,332.46,1023.76,9,188.4
1936,10.2,75.0,2.0,0.4,1,-1,933.26,1009.21,11,8.5,89.0,0.0,0.1,0.0,1.0,335.16,1010.27,7,46.0
1193,18.2,50.0,1.0,0.0,-1,-1,779.78,1006.31,14,14.2,54.0,3.0,0.0,-1.0,-1.0,888.67,1009.21,9,110.2
1042,17.4,56.0,3.0,0.0,1,0,762.68,1002.74,14,15.5,68.0,2.0,0.0,-1.0,-1.0,882.37,1005.91,8,164.3
2147,15.1,48.0,2.0,0.0,1,0,164.55,1015.03,17,17.8,36.0,3.0,0.0,1.0,-1.0,873.61,1015.56,8,102.8
613,13.5,71.0,1.0,0.0,-1,-1,880.98,1013.18,11,11.0,75.0,0.0,0.0,-1.0,1.0,352.32,1013.71,9,45.8
731,4.5,90.0,1.0,1.0,-1,1,341.16,1017.41,8,3.0,92.0,2.0,1.0,-1.0,1.0,0.0,1017.15,7,0.3
2013,5.8,94.0,2.0,20.0,-1,1,938.74,1012.12,11,5.2,96.0,2.0,17.0,-1.0,1.0,340.05,1012.52,9,29.8
1971,9.3,80.0,2.0,0.0,1,0,145.44,1012.26,17,10.8,74.0,3.0,0.0,1.0,-1.0,859.56,1009.88,7,49.0
903,5.9,63.0,1.0,0.0,-1,0,0.0,1020.19,20,7.8,53.0,3.0,0.0,1.0,0.0,7.89,1019.66,9,0.2
1048,14.8,66.0,2.0,0.0,1,-1,17.48,1003.53,17,17.4,56.0,3.0,0.0,1.0,0.0,762.68,1002.74,9,61.3
1406,9.4,64.0,3.0,0.0,-1,0,322.31,1012.52,8,8.2,66.0,3.0,0.0,-1.0,0.0,0.0,1011.33,7,5.7
2130,6.4,77.0,3.0,0.0,-1,0,349.56,1018.6,8,6.0,77.0,3.0,0.0,-1.0,0.0,0.0,1016.88,6,10.1
1539,14.5,83.0,1.0,0.0,1,-1,909.52,1008.69,11,13.1,88.0,1.0,0.0,1.0,0.0,322.61,1008.82,10,29.0
1181,9.0,65.0,2.0,0.0,-1,0,320.44,1009.88,8,7.3,70.0,3.0,0.0,-1.0,0.0,0.0,1009.08,7,4.6
1429,13.8,75.0,1.0,0.0,1,1,0.0,1009.88,20,16.7,63.0,3.0,0.0,1.0,0.0,68.87,1008.69,10,0.4
999,14.7,81.0,2.0,0.0,1,0,13.6,1012.26,17,19.0,62.0,2.0,0.0,1.0,-1.0,757.47,1011.46,10,73.2
493,26.3,73.0,4.0,0.0,1,1,0.0,999.04,20,28.0,67.0,4.0,0.0,1.0,0.0,79.7,997.58,9,1.8
398,26.7,81.0,2.0,0.0,-1,-1,454.68,999.56,8,24.9,90.0,2.0,0.0,-1.0,0.0,0.0,998.77,9,41.0
2062,10.8,47.0,2.0,0.0,1,1,942.48,1014.9,11,6.1,66.0,1.0,0.0,1.0,1.0,343.66,1014.5,8,129.9
2076,6.5,72.0,1.0,0.0,1,1,0.0,1014.77,20,8.5,60.0,3.0,0.0,1.0,0.0,156.77,1012.65,7,2.5
159,32.0,64.0,3.0,0.0,1,-1,797.26,996.13,14,31.5,61.0,1.0,0.0,-1.0,-1.0,947.66,998.24,10,196.7
811,6.3,40.0,2.0,0.0,1,1,878.39,1022.04,11,3.0,42.0,3.0,0.0,0.0,1.0,335.7,1021.38,7,139.2
1614,3.1,82.0,4.0,1.0,-1,1,913.03,1019.92,11,5.0,81.0,3.0,0.4,-1.0,1.0,322.99,1018.34,10,19.2
344,28.1,80.0,4.0,0.0,1,0,0.0,1000.62,20,29.5,73.0,3.0,0.0,1.0,0.0,97.9,998.77,10,3.3
946,12.4,62.0,2.0,0.0,1,0,10.43,1014.24,17,15.4,47.0,1.0,0.0,0.0,-1.0,752.54,1014.24,7,70.3
317,28.2,82.0,4.0,0.0,1,1,0.0,1000.89,20,29.2,77.0,3.0,0.0,1.0,0.0,100.93,999.43,8,1.6
1786,10.1,56.0,1.0,0.0,-1,1,923.07,1016.35,11,8.0,60.0,2.0,0.0,-1.0,0.0,327.57,1017.01,7,20.6
2117,18.1,28.0,4.0,0.0,1,0,871.72,1015.03,14,15.3,43.0,2.0,0.0,-1.0,-1.0,946.28,1017.81,8,238.8
361,30.0,66.0,3.0,0.0,1,0,94.87,1000.23,17,32.8,58.0,5.0,0.0,1.0,0.0,789.89,999.56,7,101.6
19,28.0,79.0,2.0,0.0,1,0,0.0,998.11,20,28.6,75.0,5.0,0.0,1.0,0.0,136.03,996.39,10,2.4
624,15.7,66.0,0.0,0.0,0,0,1.6,1009.48,17,16.4,60.0,2.0,0.0,-1.0,-1.0,728.92,1010.14,10,44.6
585,13.2,86.0,1.0,2.0,1,-1,881.82,1010.27,11,11.7,96.0,2.0,2.0,1.0,0.0,354.85,1009.21,6,24.8
752,8.0,98.0,2.0,2.0,-1,0,0.0,1011.46,20,7.6,98.0,2.0,1.0,-1.0,0.0,3.25,1012.26,8,0.0
995,14.7,81.0,2.0,0.0,1,0,13.6,1012.26,17,19.0,62.0,2.0,0.0,1.0,-1.0,757.47,1011.46,6,75.4
883,5.7,44.0,3.0,0.0,1,1,330.97,1021.77,8,5.4,53.0,2.0,0.0,0.0,1.0,0.0,1019.79,9,7.1
1369,18.8,40.0,2.0,0.0,1,-1,801.92,1005.91,14,12.9,55.0,2.0,0.0,-1.0,-1.0,899.46,1008.55,10,156.9
1010,15.0,70.0,1.0,0.0,1,-1,881.6,1013.84,11,10.9,94.0,1.0,0.0,1.0,1.0,324.86,1014.24,6,115.6
191,28.5,83.0,4.0,0.0,1,1,0.0,999.56,20,30.3,74.0,4.0,0.0,1.0,0.0,115.87,998.24,7,2.1
2206,13.6,88.0,2.0,0.0,-1,-1,355.42,1006.04,8,12.8,92.0,1.0,0.0,-1.0,0.0,0.0,1005.12,7,12.3
1696,7.1,48.0,2.0,0.0,1,0,109.59,1017.81,17,8.7,45.0,2.0,0.0,1.0,-1.0,835.01,1017.68,7,52.6
1909,10.0,97.0,0.0,0.0,-1,1,333.69,1010.67,8,9.2,98.0,1.0,0.0,-1.0,-1.0,0.0,1010.14,10,3.1
2071,8.5,60.0,3.0,0.0,1,0,156.77,1012.65,17,11.4,52.0,3.0,0.0,1.0,-1.0,867.81,1011.99,7,111.3
56,30.1,73.0,1.0,0.0,1,-1,800.03,997.45,14,29.0,78.0,1.0,0.0,-1.0,-1.0,944.02,999.3,7,116.7
1117,16.1,51.0,2.0,0.0,1,-1,770.97,1006.31,14,13.4,56.0,0.0,0.0,1.0,0.0,885.16,1010.27,8,182.8
1147,13.5,34.0,3.0,0.0,-1,1,27.47,1011.59,17,15.7,38.0,2.0,0.0,-1.0,1.0,773.85,1010.14,8,54.1
1127,12.2,74.0,1.0,0.0,-1,0,0.0,1007.76,20,12.5,70.0,3.0,0.0,1.0,0.0,24.69,1006.7,8,0.1
1053,12.7,79.0,1.0,0.0,-1,1,0.0,1004.72,20,14.8,66.0,2.0,0.0,1.0,-1.0,17.48,1003.53,9,0.2
1714,7.6,52.0,1.0,0.0,-1,-1,918.48,1019.79,11,3.8,68.0,1.0,0.0,-1.0,-1.0,325.0,1019.79,10,68.2
996,14.7,81.0,2.0,0.0,1,0,13.6,1012.26,17,19.0,62.0,2.0,0.0,1.0,-1.0,757.47,1011.46,7,76.2
658,17.0,99.0,1.0,0.0,-1,0,347.4,1003.53,8,16.8,98.0,1.0,0.0,-1.0,0.0,0.0,1002.34,9,1.7
321,28.4,72.0,2.0,0.0,0,1,452.64,1001.15,8,25.5,83.0,0.0,0.0,0.0,1.0,0.0,1000.36,7,27.7
207,28.8,79.0,1.0,0.5,-1,-1,795.63,999.04,14,25.6,96.0,1.0,1.0,-1.0,0.0,949.21,1001.15,8,111.0
1800,7.9,94.0,2.0,0.3,-1,-1,0.0,1014.5,20,8.0,89.0,1.0,0.3,-1.0,0.0,123.3,1013.58,6,0.2
1023,13.0,75.0,2.0,0.0,1,0,15.45,1010.27,17,16.7,64.0,2.0,0.0,1.0,-1.0,760.04,1010.67,9,76.6
571,17.9,95.0,1.0,16.0,-1,0,458.18,1004.32,8,17.6,95.0,2.0,8.0,-1.0,1.0,0.0,1002.87,7,2.1
1235,13.2,63.0,1.0,0.0,1,0,891.39,1015.43,11,7.8,93.0,1.0,0.0,-1.0,-1.0,320.11,1015.43,6,95.3
2173,17.6,66.0,3.0,0.0,1,1,167.0,1008.69,17,22.4,51.0,2.0,0.0,1.0,0.0,875.46,1009.08,9,128.3
149,28.2,80.0,1.0,0.0,-1,0,446.88,999.3,8,26.2,91.0,2.0,0.0,-1.0,0.0,0.0,998.77,10,25.0
2385,8.5,98.0,2.0,5.0,1,0,959.15,1011.46,11,8.6,98.0,2.0,5.0,1.0,0.0,364.88,1011.33,6,25.0
1642,3.8,42.0,3.0,0.1,-1,0,830.43,1019.53,14,0.7,51.0,4.0,1.0,-1.0,0.0,914.31,1022.57,8,7.6
540,23.1,62.0,4.0,0.2,1,1,0.0,1002.87,20,23.3,72.0,2.0,0.2,0.0,1.0,73.69,1001.28,6,0.7
954,9.5,74.0,0.0,0.0,0,1,0.0,1015.56,20,12.4,62.0,2.0,0.0,1.0,0.0,10.43,1014.24,10,0.2
1113,13.4,56.0,0.0,0.0,1,0,885.16,1010.27,11,6.3,89.0,2.0,0.0,-1.0,0.0,321.72,1011.07,9,171.7
97,28.0,86.0,1.0,0.0,-1,-1,445.03,1000.36,8,26.3,87.0,1.0,0.0,-1.0,0.0,0.0,998.77,8,33.0
1366,18.8,40.0,2.0,0.0,1,-1,801.92,1005.91,14,12.9,55.0,2.0,0.0,-1.0,-1.0,899.46,1008.55,7,177.5
1781,8.0,60.0,2.0,0.0,-1,0,327.57,1017.01,8,7.8,62.0,1.0,0.0,-1.0,0.0,0.0,1016.22,7,1.2
2081,4.1,93.0,2.0,0.0,-1,0,345.56,1016.75,8,3.5,93.0,2.0,0.0,-1.0,0.0,0.0,1014.64,7,9.6
2298,19.7,67.0,3.0,0.0,1,1,174.76,1000.09,17,20.9,64.0,3.0,0.0,1.0,1.0,880.12,1000.23,9,107.8
1140,15.7,38.0,2.0,0.0,-1,1,773.85,1010.14,14,12.8,53.0,4.0,0.7,-1.0,1.0,886.25,1011.59,6,176.6
2291,20.9,64.0,3.0,0.0,1,1,880.12,1000.23,14,18.9,66.0,1.0,0.0,1.0,-1.0,955.82,1003.79,7,202.5
1920,11.6,88.0,2.0,0.0,1,0,139.4,1007.89,17,13.6,82.0,2.0,0.0,1.0,0.0,855.26,1007.63,6,50.5
2054,6.9,71.0,1.0,0.4,1,1,0.0,1011.33,20,7.3,68.0,1.0,0.4,-1.0,1.0,154.04,1009.88,10,1.1
1996,4.7,92.0,2.0,0.0,1,0,148.37,1012.26,17,5.6,82.0,2.0,0.0,1.0,0.0,861.67,1012.26,7,14.1
1713,7.6,52.0,1.0,0.0,-1,-1,918.48,1019.79,11,3.8,68.0,1.0,0.0,-1.0,-1.0,325.0,1019.79,9,104.1
740,7.0,96.0,2.0,1.0,-1,-1,735.91,1012.65,14,5.5,95.0,2.0,2.0,-1.0,0.0,878.54,1015.82,6,21.1
685,6.4,78.0,3.0,9.0,-1,1,879.04,1017.01,11,6.3,86.0,3.0,10.0,0.0,1.0,345.17,1015.03,6,13.3
1332,5.9,83.0,1.0,0.0,-1,0,320.72,1012.12,8,5.8,73.0,1.0,0.0,1.0,1.0,0.0,1010.93,8,5.7
1026,11.3,88.0,1.0,0.0,0,-1,0.0,1011.46,20,13.0,75.0,2.0,0.0,1.0,0.0,15.45,1010.27,7,0.1
853,2.8,44.0,3.0,0.0,1,1,0.0,1025.74,20,3.8,44.0,3.0,0.0,1.0,0.0,5.91,1024.55,9,0.2
1752,7.8,59.0,2.0,0.9082105263157895,1,0,0.0,1016.75,20,8.7,51.0,2.0,0.3,1.0,0.0,116.52,1015.03,8,0.6
110,30.3,71.0,3.0,0.0,1,-1,124.61,998.77,17,32.7,63.0,3.0,0.0,1.0,-1.0,798.73,998.37,6,120.9
1794,8.1,82.0,1.0,0.2,-1,0,844.13,1014.24,14,10.1,56.0,1.0,0.0,-1.0,1.0,923.07,1016.35,10,21.4
561,21.1,72.0,3.0,0.0,0,1,70.7,1002.74,17,21.1,72.0,3.0,0.0,-1.0,1.0,780.69,1002.47,7,25.4
1324,11.4,63.0,3.0,0.0,1,0,51.88,1009.88,17,17.1,21.0,4.0,0.0,-1.0,1.0,795.41,1008.55,10,68.2
642,24.3,63.0,3.0,0.0,1,0,730.01,1005.25,14,20.6,69.0,2.0,0.0,-1.0,0.0,880.22,1008.69,8,123.5
183,32.6,63.0,4.0,0.0,1,-1,796.47,997.58,14,32.6,63.0,2.0,0.0,1.0,0.0,948.45,999.43,9,261.9
2357,13.8,98.0,0.0,0.2,1,-1,363.34,1003.13,8,13.1,98.0,0.0,0.2,-1.0,0.0,0.0,1001.94,8,3.8
1229,11.3,77.0,2.0,0.0,1,0,0.0,1011.33,20,13.1,70.0,2.0,0.0,1.0,1.0,36.93,1009.21,10,0.2
1517,19.6,66.0,4.0,0.0,1,0,819.1,1004.59,14,20.5,59.0,1.0,0.0,1.0,0.0,908.47,1007.1,8,170.4
326,30.5,63.0,2.0,0.0,-1,1,952.29,1000.36,11,28.4,72.0,2.0,0.0,0.0,1.0,452.64,1001.15,7,162.3
545,20.8,70.0,2.0,0.0,-1,1,457.8,1004.59,8,20.6,68.0,3.0,0.0,0.0,1.0,0.0,1002.87,6,3.7
198,25.4,95.0,0.0,0.7,-1,-1,448.65,1000.75,8,26.5,85.0,1.0,0.0,-1.0,1.0,0.0,999.56,9,34.1
1897,9.7,97.0,1.0,4.0,1,0,136.28,1010.8,17,10.3,97.0,1.0,3.0,1.0,-1.0,853.07,1010.14,8,14.3
367,28.1,80.0,4.0,0.0,1,0,0.0,1001.81,20,30.0,66.0,3.0,0.0,1.0,0.0,94.87,1000.23,8,1.3
354,31.8,60.0,2.0,0.0,-1,1,952.76,1001.55,11,27.8,77.0,1.0,0.0,-1.0,1.0,453.35,1002.21,10,133.9
1612,3.1,82.0,4.0,1.0,-1,1,913.03,1019.92,11,5.0,81.0,3.0,0.4,-1.0,1.0,322.99,1018.34,8,18.3
2328,16.2,92.0,3.0,0.0,1,1,0.0,1000.75,20,18.1,84.0,3.0,0.0,1.0,1.0,175.86,999.7,9,2.7
2355,13.8,98.0,0.0,0.2,1,-1,363.34,1003.13,8,13.1,98.0,0.0,0.2,-1.0,0.0,0.0,1001.94,6,3.8
51,29.0,78.0,1.0,0.0,-1,-1,944.02,999.3,11,27.8,84.0,0.0,0.0,-1.0,1.0,443.11,999.04,7,94.3
2053,6.9,71.0,1.0,0.4,1,1,0.0,1011.33,20,7.3,68.0,1.0,0.4,-1.0,1.0,154.04,1009.88,9,1.1
682,6.3,86.0,3.0,10.0,0,1,345.17,1015.03,8,7.0,81.0,2.0,7.0,-1.0,1.0,0.0,1013.05,8,1.7
139,30.0,74.0,3.0,0.0,1,-1,121.72,998.77,17,32.3,61.0,2.0,0.0,1.0,-1.0,798.01,999.04,10,136.8
1198,15.9,60.0,1.0,0.0,1,0,33.6,1006.7,17,18.2,50.0,1.0,0.0,-1.0,-1.0,779.78,1006.31,9,55.3
1564,13.9,96.0,1.0,0.7,-1,-1,910.63,1007.1,11,13.3,96.0,1.0,0.1,1.0,0.0,322.63,1006.44,10,9.4
1372,12.2,75.0,2.0,0.0,1,0,60.17,1007.23,17,18.8,40.0,2.0,0.0,1.0,-1.0,801.92,1005.91,8,56.3
710,5.1,42.0,3.0,0.0,0,1,878.75,1022.3,11,3.7,46.0,3.0,0.1,-1.0,1.0,343.13,1022.57,6,63.8
165,28.5,83.0,2.0,0.0,1,1,0.0,997.98,20,29.7,78.0,3.0,0.0,1.0,0.0,118.81,996.39,6,3.6
2217,19.6,63.0,2.0,0.0,1,-1,878.46,1003.93,14,21.7,55.0,1.0,0.0,1.0,-1.0,953.38,1005.38,8,205.7
2025,5.7,86.0,2.0,11.0,0,1,0.0,1011.46,20,6.0,90.0,2.0,14.0,0.0,1.0,151.24,1010.14,6,0.1
287,29.6,76.0,3.0,0.0,1,0,103.94,998.9,17,31.4,69.0,4.0,0.0,1.0,-1.0,792.91,998.24,8,99.0
1165,13.3,31.0,2.0,0.0,1,-1,776.79,1010.27,14,11.8,42.0,2.0,0.0,1.0,-1.0,887.42,1013.45,6,190.8
531,23.3,74.0,4.0,0.0,1,1,781.91,1000.62,14,25.7,50.0,2.0,0.0,1.0,1.0,954.79,1002.08,7,49.0
1046,14.8,66.0,2.0,0.0,1,-1,17.48,1003.53,17,17.4,56.0,3.0,0.0,1.0,0.0,762.68,1002.74,7,54.2
1552,14.4,86.0,1.0,0.0,1,-1,0.0,1007.1,20,14.9,84.0,0.0,0.0,0.0,0.0,88.18,1005.91,8,0.1
427,24.2,87.0,1.0,14.0,1,1,953.91,1001.94,11,23.0,97.0,0.0,83.0,0.0,1.0,455.29,1001.42,8,42.6
185,30.3,74.0,4.0,0.0,1,0,115.87,998.24,17,32.6,63.0,4.0,0.0,1.0,-1.0,796.47,997.58,6,111.5
105,32.7,63.0,3.0,0.0,1,-1,798.73,998.37,14,32.0,63.0,2.0,0.0,-1.0,-1.0,945.92,999.96,6,242.0
2172,17.6,66.0,3.0,0.0,1,1,167.0,1008.69,17,22.4,51.0,2.0,0.0,1.0,0.0,875.46,1009.08,8,96.3
497,26.0,70.0,3.0,0.0,0,1,456.91,999.83,8,23.3,83.0,1.0,0.0,-1.0,1.0,0.0,998.51,8,32.8
821,5.2,35.0,2.0,0.0,-1,1,5.1,1020.98,17,7.9,33.0,2.0,0.0,-1.0,0.0,741.54,1019.13,7,78.7
887,10.4,25.0,4.0,0.0,1,1,878.98,1021.38,11,5.7,44.0,3.0,0.0,1.0,1.0,330.97,1021.77,8,150.1
66,27.9,74.0,1.0,0.0,-1,0,0.0,997.71,20,31.1,70.0,1.0,0.0,-1.0,1.0,130.3,996.79,7,7.5
2329,16.2,92.0,3.0,0.0,1,1,0.0,1000.75,20,18.1,84.0,3.0,0.0,1.0,1.0,175.86,999.7,10,2.4
1611,3.1,82.0,4.0,1.0,-1,1,913.03,1019.92,11,5.0,81.0,3.0,0.4,-1.0,1.0,322.99,1018.34,7,18.8
2323,18.1,84.0,3.0,0.0,1,1,175.86,999.7,17,22.8,67.0,3.0,0.0,1.0,0.0,880.61,1000.09,9,92.9
1268,9.4,76.0,1.0,0.0,-1,0,789.03,1010.4,14,9.2,69.0,1.0,0.0,-1.0,0.0,892.86,1012.78,9,22.6
1626,-0.4,88.0,0.0,6.0,0,0,0.0,1021.77,20,0.6,89.0,2.0,5.0,-1.0,0.0,98.96,1019.79,7,0.1
555,21.1,72.0,3.0,0.0,-1,1,780.69,1002.47,14,21.1,70.0,2.0,0.0,0.0,1.0,954.9,1004.59,6,50.9
629,15.5,72.0,0.0,0.0,0,0,0.0,1010.27,20,15.7,66.0,0.0,0.0,0.0,0.0,1.6,1009.48,10,0.1
2356,13.8,98.0,0.0,0.2,1,-1,363.34,1003.13,8,13.1,98.0,0.0,0.2,-1.0,0.0,0.0,1001.94,7,3.9
1479,10.1,70.0,1.0,0.0,1,1,0.0,1015.82,20,12.4,59.0,3.0,0.0,1.0,0.0,77.4,1015.03,10,0.6
1598,11.4,60.0,2.0,0.0,1,1,95.38,1013.45,17,12.2,62.0,2.0,0.0,1.0,-1.0,825.87,1011.86,9,47.7
753,8.0,98.0,2.0,2.0,-1,0,0.0,1011.46,20,7.6,98.0,2.0,1.0,-1.0,0.0,3.25,1012.26,9,0.0
1918,13.6,82.0,2.0,0.0,1,0,855.26,1007.63,14,12.6,84.0,1.0,0.0,-1.0,-1.0,931.49,1010.27,9,106.0
1842,19.5,72.0,3.0,0.0,1,0,848.63,1005.78,14,16.7,84.0,1.0,0.1,-1.0,-1.0,926.33,1009.48,8,182.4
2233,6.9,86.0,3.0,2.0,1,0,356.57,1013.71,8,8.6,80.0,2.0,0.0,0.0,1.0,0.0,1012.52,9,3.5
1779,8.2,55.0,2.0,0.0,1,1,0.0,1019.0,20,9.2,53.0,3.0,0.0,1.0,0.0,119.93,1017.01,10,1.5
599,13.6,71.0,2.0,2.0,1,0,1.41,1010.01,17,14.1,77.0,3.0,2.0,1.0,-1.0,727.92,1008.82,10,32.3
